feature_idx,train_pearson_r,train_pearson_p_emp,train_pearson_sig,train_spearman_rho,train_spearman_p,train_n_used,all_pearson_r,all_pearson_p_emp,all_pearson_sig,all_spearman_rho,all_spearman_p,all_n_used
0,-0.5677624358906793,0.000999000999000999,True,-0.6049050489816179,1.286936980467936e-12,113,-0.4050157049376848,0.000999000999000999,True,-0.447154779986785,4.1012582901160666e-12,218
1,-0.4885607920335748,0.000999000999000999,True,-0.5812889129047831,1.4724791421274027e-11,113,-0.41720665347831853,0.000999000999000999,True,-0.45171392477307404,2.3325185018847696e-12,218
2,-0.4550616273218352,0.000999000999000999,True,-0.5266643783222713,2.074547567507371e-09,113,-0.4159206885121192,0.000999000999000999,True,-0.4271762251907557,4.415146684477887e-11,218
3,-0.400689085065452,0.000999000999000999,True,-0.4733503670486404,5.894128560121561e-09,136,-0.23586745120962546,0.000999000999000999,True,-0.31863480329939176,1.693845813931011e-07,258
4,-0.44220629275998474,0.000999000999000999,True,-0.5171971771690959,1.1427856536475814e-10,136,-0.3752164498799156,0.000999000999000999,True,-0.39739768896473815,3.4238772650299e-11,258
5,-0.3021357772838559,0.000999000999000999,True,-0.32642442125101534,0.00010515428866091085,136,-0.24897629474211472,0.000999000999000999,True,-0.27718354079163887,6.199319129225574e-06,258
6,-0.34140144839406816,0.000999000999000999,True,-0.39798090735802094,1.6017834944557782e-06,136,-0.30618913626556066,0.000999000999000999,True,-0.31360747429542046,2.701656204124262e-07,258
7,-0.39032200191915994,0.000999000999000999,True,-0.47905789696854306,3.6387552024716145e-09,136,-0.2530568577615912,0.000999000999000999,True,-0.32732367738328005,7.406107414292323e-08,258
8,-0.44972540343070155,0.000999000999000999,True,-0.4919857385680547,1.1804715300846342e-09,136,-0.35162554571572413,0.000999000999000999,True,-0.355774130787958,4.094069768847736e-09,258
9,-0.44193369676210237,0.000999000999000999,True,-0.48886173532927235,1.5562019371602168e-09,136,-0.3576188974874724,0.000999000999000999,True,-0.35241542177276713,5.851007822223209e-09,258
10,0.18834209381985167,0.04195804195804196,False,0.19094251293407147,0.04277933326990955,113,0.29062330785914847,0.000999000999000999,True,0.2980157113258707,7.5698900299088616e-06,218
11,-0.15954242489107784,0.08091908091908091,False,-0.14844844387913594,0.11660350641727361,113,-0.25478650431786276,0.000999000999000999,True,-0.2554523002860975,0.00013701868659583263,218
12,-0.34941480587415763,0.000999000999000999,True,-0.366592984963009,6.508815156914391e-05,113,-0.30015556517834,0.000999000999000999,True,-0.30959721355808034,3.1641290225517144e-06,218
13,-0.2697389268634219,0.005994005994005994,True,-0.2871043240230474,0.002047798739851527,113,-0.24338152136520744,0.000999000999000999,True,-0.21232522369650747,0.0016162992225426027,218
14,0.002070446102292449,0.9790209790209791,False,-0.06509517303687039,0.4933411280646727,113,-0.09810687390982281,0.15984015984015984,False,-0.11777423803584933,0.08274759197559929,218
15,0.4997068272067039,0.000999000999000999,True,0.5320598563021295,1.3226846964896728e-09,113,0.4353417983019717,0.000999000999000999,True,0.43810948307533426,1.226091203100648e-11,218
16,0.2604896519727696,0.007992007992007992,True,0.2541282608416011,0.006605074053641803,113,0.17193188929058822,0.00999000999000999,True,0.18813105306695532,0.0053251242992260975,218
17,0.48495295388998455,0.000999000999000999,True,0.5002069843732365,1.6886772163044364e-08,113,0.4271693274196874,0.000999000999000999,True,0.4245705030498754,5.951720475592223e-11,218
18,0.2225712266608898,0.016983016983016984,True,0.22500016769205064,0.016575143935275316,113,0.07331168672853294,0.26873126873126874,False,0.07294226143278422,0.2836226437155636,218
19,0.15830640294706683,0.11388611388611389,False,0.18363344985727054,0.05154238979783317,113,0.08337592089687426,0.1918081918081918,False,0.11652699042150623,0.08607765224644837,218
20,0.32566553570456785,0.000999000999000999,True,0.3261373000330778,0.00042309981988990225,113,0.19192426668059825,0.003996003996003996,True,0.20334249192316592,0.0025559731350653188,218
21,0.5206671843780772,0.000999000999000999,True,0.5166513363041381,4.68523676797947e-09,113,0.4570254335028767,0.000999000999000999,True,0.4461259310489897,4.6529083208550085e-12,218
22,0.03844941377849673,0.6353646353646354,False,-0.06525959168450449,0.450350091640123,136,-0.08170301304869965,0.2057942057942058,False,-0.11462869303639645,0.06601335406571943,258
23,0.10286298477458883,0.2177822177822178,False,-0.0718499753127532,0.4058332968852845,136,-0.028436337108793768,0.6473526473526473,False,-0.1285559845301233,0.039069152038867135,258
24,-0.09817860294233302,0.2647352647352647,False,-0.09234172571079796,0.2849674855581022,136,0.0038053616711737175,0.948051948051948,False,-0.016013012696069605,0.7979704980535801,258
25,-0.06787621662316343,0.4435564435564436,False,-0.13828829600245496,0.10837435041819146,136,-0.13347464404879708,0.030969030969030968,False,-0.1553477863218121,0.012478213335755856,258
26,0.003744957730841686,0.965034965034965,False,-0.10080757694650624,0.2429139231970032,136,-0.10380882577092782,0.0939060939060939,False,-0.14657853089131867,0.018487596344498106,258
27,0.06738514121901404,0.45354645354645357,False,0.0049201198557019404,0.9546657269020574,136,-0.041764691154849695,0.5364635364635365,False,-0.03178942464582784,0.6112690429959217,258
28,-0.0678010503576734,0.44655344655344653,False,-0.06035856055763168,0.48515507419439985,136,0.013745435786386411,0.8281718281718282,False,-0.006443788124798275,0.9179621417478167,258
29,-0.17681218293110357,0.03796203796203796,False,-0.15129726469949037,0.07870253325571575,136,-0.09016459683341557,0.14385614385614387,False,-0.08443850770389308,0.17633906278411277,258
30,0.08611644981620603,0.2997002997002997,False,0.09883666569490111,0.25229611070507973,136,0.03138810440371391,0.5984015984015985,False,0.02485146598146648,0.691148669309822,258
31,-0.04329791502245597,0.6073926073926074,False,-0.04939924411862144,0.5679178775071823,136,-0.11157219057440658,0.06593406593406594,False,-0.09942019277460855,0.11113330673586633,258
32,0.021865062243752315,0.7972027972027972,False,-0.004829448393763688,0.9555003139942747,136,0.1407558519646625,0.03196803196803197,False,0.14108603852938523,0.023419438722776905,258
33,0.137840771674584,0.11688311688311688,False,0.1380115094344329,0.1090896479924354,136,-0.08388282707971992,0.18081918081918083,False,-0.08156469982070533,0.19157352358855975,258
34,0.05177510419400316,0.5754245754245755,False,0.06779362043656824,0.432918085524038,136,-0.11056678356823901,0.06793206793206794,False,-0.09178536278359312,0.14149743062651476,258
35,0.25771408023431225,0.001998001998001998,True,0.24551684410885155,0.003964186130098878,136,0.28840692403817425,0.000999000999000999,True,0.26454304981182397,1.6660259993481967e-05,258
36,-0.09781498096001781,0.2907092907092907,False,-0.10510731311526228,0.22329475782647223,136,-0.01329887846632003,0.8381618381618382,False,-0.020706234885456497,0.7406355133600675,258
37,0.2714713944607706,0.003996003996003996,True,0.25487747950842415,0.0027485913729848473,136,0.273492550444957,0.000999000999000999,True,0.24633060186531747,6.354622121623851e-05,258
38,0.11321506257525116,0.18281718281718282,False,0.12579472298380534,0.1444912291357101,136,0.13034419974140696,0.03396603396603397,False,0.09330806507558498,0.13498371543634677,258
39,0.24967744133090236,0.006993006993006993,True,0.25152024932560524,0.0031391967417067866,136,0.23609496602262237,0.001998001998001998,True,0.21870855752528717,0.00040185855693959226,258
